codigo;entidade;tipoentidade;nif;rua;localidade;codigopostal;descrpostal;email;telefone;fax;sitio;presidentecamara;areaha;populacao;eleitores;codigoine
2666;HORTA;Município;512073821;Largo Duque D´Ávila e Bolama;HORTA;9900-141;HORTA;geral@cmhorta.pt;292202000;292293990;www.cmhorta.pt;João Fernando Brum de Azevedo e Castro;173.06;14994;12999;4701
2667;IDANHA-A-NOVA;Município;501121030;Largo do Município;IDANHA-A-NOVA;6060-163;IDANHA-A-NOVA;dfp@cm-idanhanova.pt;277200570;277200580;www.cm-idanhanova.pt;Armindo Moreira Palma Jacinto;1416.34;9716;10703;505
2668;ÍLHAVO;Município;506920887;Avenida 25 de Abril;ÍLHAVO;3830-044;ÍLHAVO;geralcmi@cm-ilhavo.pt;234329600;234329601;www.cm-ilhavo.pt;Fernando Fidalgo Caçoilo;73.47;38598;33701;110
2670;LAGOA (ALGARVE);Município;506804240;Largo do Município;LAGOA;8401-851;LAGOA;expediente@cm-lagoa.pt;282380400;282380444;www.cm-lagoa.pt;Francisco José Malveiro Martins;88.25;22975;17444;806
2669;LAGOA (SÃO MIGUEL);Município;512074410;Largo D.João III;LAGOA (AÇORES);9560-045;LAGOA (AÇORES);cmlagoa.az@mail.telepac.pt;296960600;296916229;http://cm-lagoa.azoresdigital.pt/;João António Ferreira Ponte;45.59;14416;11956;4201
2671;LAGOS;Município;505170876;Paços do Concelho Séc. XXI Praça do Município;Lagos;8600-293;LAGOS;expediente.geral@cm-lagos.pt;282771700;282769317;www.cm-lagos.pt;Maria Joaquina Baptista Quintans de Matos;212.84;31048;22376;807
2672;LAJES DAS FLORES;Município;512074836;Avenida do Emigrante, N.º 4;LAJES DAS FLORES;9960-431;LAJES DAS FLORES;geral@cmlajesflores.com;292590800;292590826;www.cmlajesflores.com;Luís Carlos Martins Maciel;70.05;1504;1278;4801
2673;LAJES DO PICO;Município;512074143;Rua de São Francisco;LAJES DO PICO;9930-135;LAJES DO PICO;cmlpico@mail.telepac.pt;292679700;292679710;www.municipio-lajes-do-pico.pt;Roberto Manuel Medeiros da Silva;155.31;4711;4440;4601
2674;LAMEGO;Município;506572218;Avenida Padre Alfredo Pinto Teixeira;LAMEGO;5100-150;LAMEGO;camara@cm-lamego.pt;254609600;254609601;www.cm-lamego.pt;Francisco Manuel Lopes;165.39;26691;26544;1805
2675;LEIRIA;Município;505181266;Largo do Município;LEIRIA;2414-006;LEIRIA;cmleiria@cm-leiria.pt;244839500;244839562;www.cm-leiria.pt;Raúl Miguel de Castro;565.07;126879;110074;1009
2676;LISBOA;Município;500051070;Paços do Concelho - Praça do Município;LISBOA;1100-365;LISBOA;municipe@cm-lisboa.pt;213236200;213236137;www.cm-lisboa.pt;António Luís Santos da Costa;84.92;547631;523152;1106
2677;LOULÉ;Município;502098139;Praça da República, N.º 5;LOULÉ;8100-270;LOULÉ;gab.comunicacao@cm-loule.pt;289400600;289415557;www.cm-loule.pt;Vitor Manuel Gonçalves Aleixo;764.16;70622;54011;808
2678;LOURES;Município;501294996;Praça da Liberdade;LOURES;2674-501;LOURES;geral@cm-loures.pt;211150100;211151709;www.cm-loures.pt;Bernardino José Torrão Soares;169.34;205054;164967;1107
2679;LOURINHÃ;Município;502177101;Praça José Máximo da Costa;LOURINHÃ;2534-500;LOURINHÃ;geral@cm-lourinha.pt;261410100;261410108;www.cm-lourinha.pt;João Duarte Anastácio de Carvalho;147.17;25735;22039;1108
2680;LOUSÃ;Município;501121528;Rua Dr. João Santos;Lousã;3200-953;LOUSÃ;geral@cm-lousa.pt;239990370;239990379;www.cm-lousa.pt;Luís Miguel Correia Antunes;138.4;17606;14620;607
2681;LOUSADA;Município;505279460;Praça Dr. Francisco Sá Carneiro;LOUSADA;4621-909;LOUSADA;cm-lousada@cm-lousada.pt;255820500;255820550;www.cm-lousada.pt;Pedro Daniel Machado Gomes;96.08;47387;37600;1305
2682;MAÇÃO;Município;506814343;Rua Padre António Pereira Figueiredo;MAÇÃO;6120-750;MAÇÃO;presidente@cm-macao.pt;241577200;241577280;www.cm-macao.pt;Vasco António Mendonça Sequeira Estrela;400.01;7338;7480;1413
2683;MACEDO DE CAVALEIROS;Município;506697339;Jardim 1º Maio;MACEDO DE CAVALEIROS;5340-218;MACEDO DE CAVALEIROS;cmacedocavaleiros@mail.telepac.pt;278420420;278426243;www.cm-macedodecavaleiros.pt;Manuel Duarte Fernandes Moreno;699.15;15776;19221;405
2684;MACHICO;Município;511239440;Largo do Município;MACHICO;9200-099;MACHICO;gabinete.apoio@cm-machico.pt;291969990;291965515;www.cm-machico.pt;Ricardo Miguel Nunes Franco;68.33;21828;20883;3104
2685;MADALENA;Município;512070946;Largo Cardeal Costa Nunes;MADALENA;9950-324;MADALENA;geral@cm-madalena.pt;292628700;292628746;www.cm-madalena.pt;José António Marcos Soares;147.12;6049;5254;4602
2686;MAFRA;Município;502177080;Praça do Município;MAFRA;2644-001;MAFRA;geral@cm-mafra.pt;261810100;261810130;www.cm-mafra.pt;Helder António Guerra de Sousa Silva;291.66;76685;51210;1109
2687;MAIA;Município;505387131;Praça Doutor José Vieira Carvalho;MAIA;4474-006;MAIA;geral@cm-maia.pt;229408600;229480901;www.cm-maia.pt;António Gonçalves Bragança Fernandes;83.13;135306;104295;1306
2688;MANGUALDE;Município;501262997;Largo Dr. Couto;MANGUALDE;3534-004;MANGUALDE;nuc.informatica@cmmangualde.pt;232619880;232623958;www.cmmangualde.pt;João Nuno Ferreira Gonçalves de Azevedo;219.26;19880;20516;1806
2689;MANTEIGAS;Município;506632946;Rua 1º de Maio;MANTEIGAS;6260-101;MANTEIGAS;geral@cm-manteigas.pt;275980000;275982092;www.cm-manteigas.pt;José Manuel Custódia Biscaia;121.98;3430;3892;908
2690;MARCO DE CANAVESES;Município;501073655;Largo Sacadura Cabral;MARCO DE CANAVESES;4630-219;MARCO DE CANAVESES;info@cm-marco-canaveses.pt;255538800;255538899;www.cm-marco-canaveses.pt;Manuel Maria Moreira;201.89;53450;45419;1307
2691;MARINHA GRANDE;Município;505776758;Praça Guilherme Stephens;MARINHA GRANDE;2430-960;MARINHA GRANDE;geral@cm-mgrande.pt;244573300;244561710;www.cm-mgrande.pt;Álvaro Manuel Marques Pereira;187.24;38681;32272;1010
2692;MARVÃO;Município;501170162;Largo de Santa Maria;MARVÃO;7330-101;MARVÃO;contabilidade@cm-marvao.pt;245909130;245993526;www.cm-marvao.pt;Victor Manuel Martins Frutuoso;154.89;3512;3358;1210
2693;MATOSINHOS;Município;501305912;Av. D. Afonso Henriques;MATOSINHOS;4450-510;MATOSINHOS;mail@cm-matosinhos.pt;229390900;229373213;www.cm-matosinhos.pt;Guilherme Manuel Lopes Pinto;62.24;175478;143330;1308
2694;MEALHADA;Município;506792382;Largo do Município;MEALHADA;3054-001;MEALHADA;gabpresidencia@cm-mealhada.pt;231200980;231203618;www.cm-mealhada.pt;Rui Manuel Leal Marqueiro;110.66;20496;18516;111
2695;MEDA;Município;505161974;Largo do Município;MÊDA;6430-197;MÊDA;cmeda@cm-meda.pt;279880040;279882520;www.cm-meda.pt;Anselmo Antunes de Sousa;286.05;5202;6411;909
2696;MELGAÇO;Município;505592940;Largo Hermenigildo Solheiro;MELGAÇO;4960-551;MELGAÇO;mbatista@cm-melgaco.pt;251410100;251402429;www.cm-melgaco.pt;Manoel Batista Calçada Pombal;238.25;9213;11984;1603
2697;MÉRTOLA;Município;503279765;Praça Luís de Camões;MÉRTOLA;7750-329;MÉRTOLA;geral@cm-mertola.pt;286610100;286610101;www.cm-mertola.pt;Jorge Paulo Colaço Rosa;1292.91;7274;7467;209
2698;MESÃO FRIO;Município;506840328;Avenida José Maria Alpoim;MESÃO FRIO;5040-310;MESÃO FRIO;geral@cm-mesaofrio.pt;254890100;254890109;www.cm-mesaofrio.pt;Alberto Monteiro Pereira;26.65;4433;4662;1704
2699;MIRA;Município;506724530;Praça da República;MIRA;3070-306;MIRA;geral@cm-mira.pt;231480550;231458185;www.cm-mira.pt;Raul José Rei Soares de Almeida;124.03;12465;12955;608
2700;MIRANDA DO CORVO;Município;506624200;Praça José Falcão;MIRANDA DO CORVO;3220-403;MIRANDA DO CORVO;camara@cm-mirandadocorvo.pt;239530320;239532952;www.cm-mirandadocorvo.pt;António Miguel Costa Baptista;126.38;13098;11169;609
2701;MIRANDA DO DOURO;Município;506806898;Largo D. João III;MIRANDA DO DOURO;5210-190;MIRANDA DO DOURO;geral@cm-mdouro.pt;273430020;273431075;www.cm-mdouro.pt;Artur Manuel Rodrigues Nunes;487.22;7482;8503;406
2702;MIRANDELA;Município;506881784;Largo do Município;MIRANDELA;5370-288;MIRANDELA;andreia.gomes@cm-mirandela.pt;278200200;278265753;www.cm-mirandela.pt;António Almor Branco;658.96;23850;25173;407
2703;MOGADOURO;Município;506851168;Largo do Convento de S. Francisco;MOGADOURO;5200-244;MOGADOURO;informatica@mogadouro.pt;279340100;279341874;www.mogadouro.pt;Francisco José Mateus Albuquerque Guimarães;760.45;9542;11670;408
2704;MOIMENTA DA BEIRA;Município;506664686;Largo do Tabolado;MOIMENTA DA BEIRA;3620-324;MOIMENTA DA BEIRA;cmmbeira@cm-moimenta.pt;254520070;254520071;www.cm-moimenta.pt;José Eduardo Lopes Ferreira;219.97;10212;11601;1807
2705;MOITA;Município;506791220;Praça da República;MOITA;2864-007;MOITA;cmmoita@mail.cm-moita.pt;212806700;212894928;www.cm-moita.pt;Rui Manuel Marques Garcia;55.26;66029;58761;1506
2706;MONÇÃO;Município;501937471;Largo de Camões;MONÇÃO;4950-444;MONÇÃO;geral@cm-moncao.pt;251649000;251649010;www.cm-moncao.pt;Augusto Henrique de Oliveira Domingues;211.31;19230;21936;1604
2707;MONCHIQUE;Município;506826961;Travessa da Portela, N.º 2;Monchique;8550-470;MONCHIQUE;geral@cm-monchique.pt;282910200;282910299;www.cm-monchique.pt;Rui Miguel da Silva André;395.26;6045;5707;809
2708;MONDIM DE BASTO;Município;506967107;Largo Conde de Vila Real;MONDIM DE BASTO;4880-236;MONDIM DE BASTO;geral@cm-mondimdebasto.pt;255389300;255389398;http://municipio.mondimdebasto.pt;Humberto da Costa Cerqueira;172.08;7493;8798;1705
2709;MONFORTE;Município;506873412;Praça da República;MONFORTE;7450-115;MONFORTE;fpp@cm-monforte.pt;245578060;245573423;www.cm-monforte.pt;Gonçalo Nuno Brandão Ribeiro Amanso Pataca Lagem;420.26;3329;2983;1211
2710;MONTALEGRE;Município;506149811;Praça do Município nº 1;MONTALEGRE;5470-214;MONTALEGRE;municipio@cm-montalegre.pt;276510200;276510201;www.cm-montalegre.pt;Manuel Orlando Fernandes Alves;805.46;10537;15281;1706
2711;MONTEMOR-O-NOVO;Município;506609553;Largo Paços do Concelho;MONTEMOR-O-NOVO;7050-127;MONTEMOR-O-NOVO;cmmontemor@cm-montemornovo.pt;266898100;266877096;www.cm-montemornovo.pt;Hortênsia dos Anjos Chegado Menino;1232.93;17437;15610;706
2712;MONTEMOR-O-VELHO;Município;501272976;Praça da República;MONTEMOR-O-VELHO;3140-258;MONTEMOR-O-VELHO;geral@cm-montemorvelho.pt;239689200;239687318;www.cm-montemorvelho.pt;Emílio Augusto Ferreira Torrão;228.96;26171;22652;610
2713;MONTIJO;Município;502834846;Rua Manuel Neves Nunes de Almeida;MONTIJO;2870-352;MONTIJO;geral@mun-montijo.pt;212327600;212327668;www.mun-montijo.pt;Nuno Miguel Ribeiro Canta;348.59;51222;37819;1507
2714;MORA;Município;501129103;Rua do Município;MORA;7490-243;MORA;cmmora@mail.telepac.pt;266439070;266403260;www.cm-mora.pt;Luis Simão Duarte de Matos;443.98;4978;5126;707
2715;MORTÁGUA;Município;506855368;Rua João Lopes de Morais;MORTÁGUA;3450-153;MORTÁGUA;mortagua@cm-mortagua.pt;231927460;231927469;www.cm-mortagua.pt;José Júlio Henriques Norte;251.18;9607;10454;1808
2717;MOURA;Município;502174153;Praça Sacadura Cabral;MOURA;7860-207;MOURA;cmmoura@cm-moura.pt;285250400;285251702;www.cm-moura.pt;Santiago Augusto Ferreira Macias;958.44;15167;14154;210
2716;MOURÃO;Município;501206639;Praça da República N.º 20;MOURÃO;7240-233;MOURÃO;gap@cm-mourao.pt;266560010;266560025;www.cm-mourao.pt;Maria Clara Pimenta Pinto Martins Safara;278.62;2663;2556;708
2718;MURÇA;Município;506862763;Praça 5 de Outubro;MURÇA;5090-112;MURÇA;geral@cm-murca.pt;259510120;259510129;www.cm-murca.pt;José Maria Garcia da Costa;189.37;5952;7419;1707
2719;MURTOSA;Município;506791238;Praça do Município - Acabada - Pardelhas;MURTOSA;3870-101;MURTOSA;geral@cm-murtosa.pt;234830100;234867636;www.cm-murtosa.pt;Joaquim Manuel dos Santos Baptista;73.09;10585;9787;112
2720;NAZARÉ;Município;507012100;Av. Vieira Guimarães;NAZARÉ;2450-951;NAZARÉ;geral@cm-nazare.pt;262550010;262550019;www.cm-nazare.pt;Walter Manuel Cavaleiro Chicharro;82.44;15158;14198;1011
2721;NELAS;Município;506834166;Largo do Município;NELAS;3520-001;NELAS;geral@cm-nelas.pt;232941300;232940899;www.cm-nelas.pt;José Manuel Borges da Silva;125.71;14037;13944;1809
2722;NISA;Município;506612287;Praça do Município;NISA;6050-358;NISA;geral@cm-nisa.pt;245410000;245412799;www.cm-nisa.pt;Maria Idalina Alves Trindade;575.73;7450;7424;1212
2723;NORDESTE;Município;512042659;Praça da República;Nordeste;9630-141;NORDESTE  (S. MIGUEL AÇORES);geral@cmnordeste.pt;296480060;296488519;www.cmnordeste.pt;Carlos Alberto Medeiros Mendonça;101.47;4937;4667;4202
2724;ÓBIDOS;Município;506802698;Largo de São Pedro;ÓBIDOS;2510-086;ÓBIDOS;geral@cm-obidos.pt;262955500;262955001;www.cm-obidos.pt;Humberto da Silva Marques;141.56;11772;10483;1012
2725;ODEMIRA;Município;505311313;Praça da República;ODEMIRA;7630-139;ODEMIRA;geral@cm-odemira.pt;283320900;283327323;www.cm-odemira.pt;José Alberto Candeias Guerreiro;1720.6;26036;22144;211
10155;ODIVELAS;Município;504293125;Paços do Concelho - Quinta da Memória;ODIVELAS;2675-348;ODIVELAS;geral@cm-odivelas.pt;219320000;219320227;www.cm-odivelas.pt;Susana de Fátima Carvalho Amador;26.35;144549;116552;1116
2726;OEIRAS;Município;500745943;Largo Marquês de Pombal;OEIRAS;2754-501;OEIRAS;geral@cm-oeiras.pt;214408300;214408712;www.cm-oeiras.pt;Paulo César Sanches Casinhas da Silva Vistas;45.87;172120;143947;1110
2727;OLEIROS;Município;506824152;Praça do Município;OLEIROS;6160-409;OLEIROS;geral@cm-oleiros.pt;272680130;272682446;www.cm-oleiros.pt;Fernando Marques Jorge;471.09;5721;6437;506
2728;OLHÃO;Município;506321894;Largo Sebastião Mestre;OLHÃO;8700-349;OLHÃO;geral@cm-olhao.pt;289700100;289700111;www.cm-olhao.pt;António Miguel Ventura Pina;130.89;45396;35457;810
2729;OLIVEIRA DE AZEMÉIS;Município;506302970;Rua da República;OLIVEIRA DE AZEMÉIS;3720-504;OLIVEIRA DE AZEMÉIS;geral@cm-oaz.pt;256600600;256674694;www.cm-oaz.pt;Hermínio José Sobral de Loureiro Gonçalves;161.1;68611;60703;113
2730;OLIVEIRA DE FRADES;Município;501306234;Largo Dr. Joaquim de Almeida;OLIVEIRA DE FRADES;3680-111;OLIVEIRA DE FRADES;presidencia@cm-ofrades.com;232760300;232761727;www.cm-ofrades.com;Luís Manuel Martins de Vasconcelos;145.35;10261;9422;1810
2731;OLIVEIRA DO BAIRRO;Município;501128840;Praça do Município,  Ed. Paços do Concelho;OLIVEIRA DO BAIRRO;3770-851;OLIVEIRA DO BAIRRO;cmolb@cm-olb.pt;234732100;234732112;www.cm-olb.pt;Mário João Ferreira da Silva Oliveira;87.32;23028;19942;114
2732;OLIVEIRA DO HOSPITAL;Município;506818829;Largo Conselheiro Cabral Metello;OLIVEIRA DO HOSPITAL;3400-062;OLIVEIRA DO HOSPITAL;geral@cm-oliveiradohospital.pt;238605250;238609739;www.cm-oliveiradohospital.pt;José Carlos Alexandrino Mendes;234.52;20841;19459;611
2733;OURÉM;Município;501280740;Praça do Município, 11;OURÉM;2490-498;OURÉM;geral@cm-ourem.pt;249540900;249540908;www.cm-ourem.pt;Paulo Alexandre Homem de Oliveira Fonseca;416.56;45932;43719;1421
2734;OURIQUE;Município;506876330;Avenida 25 de Abril, N.º 26;OURIQUE;7670-250;OURIQUE;geral@cmourique.pt;286510400;286510401;www.cm-ourique.pt;Pedro Nuno Raposo Prazeres do Carmo;663.39;5389;5153;212
2735;OVAR;Município;501306269;Praça da República;OVAR;3880-141;OVAR;gapresidencia@cm-ovar.pt;256581300;256586611;www.cm-ovar.pt;Salvador Malheiro Ferreira da Silva;147.68;55377;47928;115
2738;PAÇOS DE FERREIRA;Município;502173297;Praça da República, 46;PAÇOS DE FERREIRA;4590-527;PAÇOS DE FERREIRA;geral@cm-pacosdeferreira.pt;255860700;255860734;www.cm-pacosdeferreira.pt;Humberto Fernando Leão Pacheco de Brito;70.99;56340;44467;1309
2739;PALMELA;Município;506187543;Largo do Município;PALMELA;2954-001;PALMELA;geral@cm-palmela.pt;212336600;212336619;www.cm-palmela.pt;Álvaro Manuel Balseiro Amaro ;465.16;62805;46608;1508
2740;PAMPILHOSA DA SERRA;Município;506811883;Rua Rangel de Lima;PAMPILHOSA DA SERRA;3320-229;PAMPILHOSA DA SERRA;municipio@cm-pampilhosadaserra.pt;235590320;235590329;www.cm-pampilhosadaserra.pt;José Alberto Pacheco Brito Dias;396.46;4481;4738;612
2741;PAREDES;Município;506656128;Parque Jose Guilherme;PAREDES;4580-130;PAREDES;cmparedes@cm-paredes.pt;255788800;255782155;www.cm-paredes.pt;Celso Manuel Gomes Ferreira;156.76;86854;70311;1310
2742;PAREDES DE COURA;Município;506632938;Largo Visconde de Moselos - Apartado 6;PAREDES DE COURA;4941-909;PAREDES DE COURA;contacto@cm-paredes-coura.pt;251780100;251780118;www.cm-paredes-coura.pt;Vítor Paulo Gomes Pereira;138.19;9198;9720;1605
2743;PEDRÓGÃO GRANDE;Município;507011937;A Devesa;PEDRÓGÃO GRANDE;3271-909;PEDRÓGÃO GRANDE;geral@cm-pedrogaogrande.pt;236480150;236480159;www.cm-pedrogaogrande.pt;Valdemar Gomes Fernandes Alves;128.75;3915;3927;1013
2744;PENACOVA;Município;506657957;Largo Alberto Leitão, nº 5;PENACOVA;3360-191;PENACOVA;geral@cm-penacova.pt;239470300;239478098;www.cm-penacova.pt;Humberto José Batista Oliveira;216.73;15251;15299;613
2745;PENAFIEL;Município;501073663;Praça do Município;PENAFIEL;4564-002;PENAFIEL;penafiel@cm-penafiel.pt;255710700;255214685;www.cm-penafiel.pt;Antonino Aurélio Vieira de Sousa;212.24;72265;60888;1311
2746;PENALVA DO CASTELO;Município;506792404;Avenida Castendo, N.º 1;PENALVA DO CASTELO;3550-185;PENALVA DO CASTELO;geral@cm-penalvadocastelo.pt;232640020;232640021;www.cm-penalvadocastelo.pt;Francisco Lopes de Carvalho;134.34;7956;8971;1811
2747;PENAMACOR;Município;506192164;Praça do Município;PENAMACOR;6090-543;PENAMACOR;secretaria.gap@cm-penamacor.pt;277394106;277394196;www.cm-penamacor.pt;António Luís Beites Soares;563.81;5680;6369;507
2748;PENEDONO;Município;506651541;Largo da Devesa;PENEDONO;3630-227;PENEDONO;cm-penedono@cm-penedono.pt;254509030;254509039;www.cm-penedono.pt;António Carlos Saraiva Esteves de Carvalho;133.71;2952;3644;1812
2749;PENELA;Município;506778037;Praça do Município;PENELA;3230-253;PENELA;cmpenela@cm-penela.pt;239560120;239569400;www.cm-penela.pt;Luis Filipe da Silva Lourenço Matias;134.8;5983;5588;614
2750;PENICHE;Município;506812820;Largo do Município;PENICHE;2520-239;PENICHE;cmpeniche@cm-peniche.pt;262780100;262780111;www.cm-peniche.pt;António José Ferreira Sousa Carreira Santos;77.55;27753;24872;1014
2751;PESO DA RÉGUA;Município;506829260;Praça do Município;PESO DA RÉGUA;5054-003;PESO DA RÉGUA;cmregua@cmpr.pt;254320230;254314365;www.cm-pesoregua.pt;Nuno Manuel Sousa Pinto de Carvalho Gonçalves;94.86;17131;17363;1708
2752;PINHEL;Município;506787249;Rua Travessa Portão Norte, N.º 2;PINHEL;6400-303;PINHEL;cm-pinhel@cm-pinhel.pt;271410000;271413388;www.cm-pinhel.pt;Rui Manuel Saraiva Ventura;484.52;9627;11176;910
2753;POMBAL;Município;506334562;Largo do Cardal;POMBAL;3100-440;POMBAL;geral@cm-pombal.pt;236210500;236210599;www.cm-pombal.pt;Luís Diogo de Paiva Morão Alves Mateus;626.07;55217;54654;1015
2754;PONTA DELGADA;Município;512012814;Praça do Município;PONTA DELGADA;9504-523;PONTA DELGADA;gabinetedomunicipe@mpdelgada.pt;296304400;296 304401;www.mpdelgada.pt;José Manuel Cabral Dias Bolieiro;232.99;68809;60359;4203
2755;PONTA DO SOL;Município;511235461;Rua de Santo António N. º 5;PONTA DO SOL;9360-219;PONTA DO SOL;contabilidade@pontadosol.pt;291972106;291972711;www.pontadosol.pt;Rui David Pita Marques Luís;46.19;8862;9331;3105
2756;PONTE DA BARCA;Município;505676770;Praça Dr. António Lacerda;PONTE DA BARCA;4980-620;PONTE DA BARCA;geral@cmpb.pt;258480180;258480189;www.cmpb.pt;António Vassalo Abreu;182.11;12061;14031;1606
2757;PONTE DE LIMA;Município;506811913;Praça da República;PONTE DE LIMA;4990-062;PONTE DE LIMA;geral@cm-pontedelima.pt;258900400;258900410;www.cm-pontedelima.pt;Victor Manuel Alves Mendes;320.25;43498;42521;1607
2758;PONTE DE SOR;Município;506806456;CAMPO DA RESTAURAÇÃO;PONTE DE SOR;7400-223;PONTE DE SOR;geral@cm-pontedesor.pt;242291580;242291589;www.cm-pontedesor.pt;Hugo Luís Pereira Hilário;839.7;16722;15415;1213
2759;PORTALEGRE;Município;501143718;Rua Guilherme Gomes Fernandes, N.º 28;PORTALEGRE;7300-186;PORTALEGRE;municipio@cm-portalegre.pt;245307400;245307470;www.cm-portalegre.pt;Maria Adelaide Lebreiro de Aguiar Marques Teixeira;447.1;24930;22287;1214
2760;PORTEL;Município;506196445;Praça D. Nuno Álvares Pereira;Portel;7220-375;PORTEL;geral@mail.cm-portel.pt;266619030;266611347;www.cm-portel.pt;José Manuel Clemente Grilo;601.21;6428;5983;709
2761;PORTIMÃO;Município;505309939;Praça 1º de Maio;PORTIMÃO;8500-543;PORTIMÃO;geral@cm-portimao.pt;282470700;282470792;www.cm-portimao.pt;Isilda Maria Prazeres Varges Gomes;182.08;55614;42371;811
2762;PORTO;Município;501306099;Praça General Humberto Delgado;PORTO;4049-001;PORTO;geral@cm-porto.pt;222097000;222097100;www.cm-porto.pt;Rui de Carvalho de Araújo Moreira;41.29;237584;231585;1312
2765;PORTO DE MÓS;Município;505586401;Praça da República;PORTO DE MÓS;2484-001;PORTO DE MÓS;contabilidade@municipio-portodemos.pt;244499600;244499601;www.municipio-portodemos.pt;João Salgueiro;261.83;24342;21402;1016
2763;PORTO MONIZ;Município;511239068;Praça do Lyra;PORTO MONIZ;9270-053;PORTO MONIZ;geral@portomoniz.pt;291850180;291853129;www.portomoniz.pt;João Emanuel Silva Câmara;82.93;2711;3418;3106
2764;PORTO SANTO;Município;511236425;Rua Dr. Nuno Silvestre Teixeira;PORTO SANTO;9400-162;PORTO SANTO;cmportosanto@mail.telepac.pt;291980640;291982005;www.cm-portosanto.pt;Filipe Emanuel Menezes de Oliveira;42.59;5483;5211;3201
2736;PÓVOA DE LANHOSO;Município;506632920;Av. da República;PÓVOA DE LANHOSO;4830-513;PÓVOA DE LANHOSO;geral@mun-planhoso.pt;253639700;253639709;www.mun-planhoso.pt;Manuel José Torcato Soares Baptista;132.54;21886;23400;309
2737;PÓVOA DE VARZIM;Município;506741400;Praça do Almada, N.º 5A;PÓVOA DE VARZIM;4490-438;PÓVOA DE VARZIM;"financas@cm-pvarzim.pt;geral@cm-pvarzim.pt";252090000;252090010;www.cm-pvarzim.pt;Aires Henrique do Couto Pereira;82.05;63408;57302;1313
2766;POVOAÇÃO;Município;512065047;Largo do Município;POVOAÇÃO;9650-411;POVOAÇÃO (S. MIGUEL AÇORES);geral@cm-povoacao.pt;296550200;296550219;www.cm-povoacao.pt;Carlos Emílio Lopes Machado Ávila;106.41;6327;6152;4204
2767;PRAIA DA VITÓRIA;Município;512044023;Praça Francisco Ornelas da Câmara;PRAIA DA VITÓRIA;9760-851;VILA PRAIA DA VITÓRIA;geral@cmpv.pt;295540200;295540210;www.cmpv.pt;Roberto Lúcio Silva Pereira Monteiro;161.27;21035;18675;4302
2768;PROENÇA-A-NOVA;Município;505377802;Avenida do Colégio;PROENÇA-A-NOVA;6150-401;PROENÇA-A-NOVA;geral@cm-proencanova.pt;274670000;274672697;www.cm-proencanova.pt;João Paulo Marçal Lopes Catarino;395.38;8314;8688;508
2769;REDONDO;Município;501834117;Praça da República;REDONDO;717O-011;REDONDO;geral@cm-redondo.pt;266989210;266909039;www.cm-redondo.pt;António José Rega Matos Recto;369.5;7031;6337;710
2770;REGUENGOS DE MONSARAZ;Município;507040589;Praça da Liberdade;Reguengos de Monsaraz;7200-370;REGUENGOS DE MONSARAZ;geral@cm-reguengos-monsaraz.pt;266508040;266508059;www.cm-reguengos-monsaraz.pt;José Gabriel Paixão Calixto;463.77;10828;9265;711
2771;RESENDE;Município;506349381;Av. Rebelo Moniz;RESENDE;4660-215;RESENDE;geral@cm-resende.pt;254240930;254877424;www.cm-resende.pt;Manuel Joaquim Garcez Trindade;123.35;11364;11521;1813
2772;RIBEIRA BRAVA;Município;511236417;Rua do Visconde N.º 56;RIBEIRA BRAVA;9350-213;RIBEIRA BRAVA (MADEIRA);geral@cm-ribeirabrava.pt;291952548;291952182;www.cm-ribeirabrava.pt;Ricardo António Nascimento;65.41;13375;13577;3107
2774;RIBEIRA DE PENA;Município;506818098;Praça do Município;RIBEIRA DE PENA;4870-152;RIBEIRA DE PENA;geral@cm-rpena.pt;259490500;259493520;www.cm-rpena.pt;Rui Vaz Alves;217.46;6544;8760;1709
2773;RIBEIRA GRANDE;Município;512013241;Largo Conselheiro HIntze Ribeiro;MATRIZ;9600-509;RIBEIRA GRANDE;geralcmrg@cm-ribeiragrande.pt;296470730;296470739;www.cm-ribeiragrande.pt;Alexandre Branco Gaudêncio;180.15;32112;25167;4205
2775;RIO MAIOR;Município;505656000;Praça da República;RIO MAIOR;2040-320;RIO MAIOR;cmriomaior@mail.telepac.pt;243999300;243992236;www.cm-riomaior.pt;Isaura Maria Elias Crisóstomo Bernardino Morais;272.79;21192;18353;1414
2782;SABROSA;Município;506824942;Rua do Loreto;SABROSA;5060-338;SABROSA;geral@cm-sabrosa.pt;259937120;259937129;www.sabrosa.pt;José Manuel Carvalho Marques;156.93;6361;7269;1710
2783;SABUGAL;Município;506811662;Praça da República;SABUGAL;6324-007;SABUGAL;geral@cm-sabugal.pt;271751040;271753408;www.cm-sabugal.pt;António dos Santos Robalo;822.68;12544;16271;911
2784;SALVATERRA DE MAGOS;Município;506755150;Praça da República N.º 1;SALVATERRA DE MAGOS;2120-072;SALVATERRA DE MAGOS;geral@cm-salvaterrademagos.pt;263509500;263509501;www.cm-salvaterrademagos.pt;Hélder Manuel Ramalho de Sousa Esménio;243.93;22159;18370;1415
2785;SANTA COMBA DÃO;Município;506637441;Largo do Município, N.º 13;SANTA COMBA DÃO;3440-337;SANTA COMBA DÃO;geral@cm-santacombadao.pt;232880500;232880501;www.cm-santacombadao.pt;Leonel Gouveia;111.95;11597;11757;1814
